units_sold,id,firstSold,vehicleMaxQty,isDevelopment,make,category,year,TotalVIO,SaleYearRank,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased
2,389~171646,2020-12-09 20:00:55.887,2,False,Infiniti,Engine,2020,610644,1,False,False,False
2,389~171646,2020-12-09 20:00:55.887,2,False,Nissan,Engine,2020,610644,1,False,False,False
1,389~171523,2020-12-09 20:00:55.860,1,False,Hyundai,Engine,2020,1156295,1,False,False,False
1,389~171523,2020-12-09 20:00:55.860,1,False,Kia,Engine,2020,1156295,1,False,False,False
1,68~171415,2020-12-09 20:00:55.817,1,False,Audi,Transmission,2020,202140,1,False,False,False
1,68~171415,2020-12-09 20:00:55.817,1,False,Porsche,Transmission,2020,202140,1,False,False,False
1,128~163399,2020-12-09 20:00:55.790,1,False,BMW,Climate Control,2020,497270,1,False,False,False
2,327~169903,2020-12-09 20:00:55.720,2,True,BMW,Fuel,2020,1414890,1,False,False,False
3,327~170110,2020-12-09 20:00:55.687,3,True,BMW,Engine,2020,78839,1,False,False,False
1,327~172009,2020-12-09 20:00:55.647,1,False,BMW,Engine,2020,26922,1,False,False,False
2,265~170617,2020-12-08 17:15:40.270,1,False,Nissan,Brakes,2020,263856,1,True,False,False
24,308~171121,2020-12-03 22:22:13.340,1,False,Audi,Engine,2020,30421,1,True,False,False
1,180~167821,2020-12-03 22:05:04.513,1,False,Land Rover,Cooling,2020,2884,1,False,False,False
1,159~171787,2020-12-01 18:38:07.680,1,False,Mercedes-Benz,Body,2020,8056,1,False,False,False
2,195~168205,2020-12-01 00:30:59.670,1,False,Mercedes-Benz,Engine,2020,104002,1,True,False,False
3,327~160639,2020-11-30 22:42:24.897,1,False,BMW,Engine,2020,869233,1,True,False,False
20,68~158254,2020-11-30 20:27:10.680,2,False,Mercedes-Benz,Suspension,2020,23007,1,False,False,False
1,292~169921,2020-11-26 00:38:37.700,1,True,Porsche,Fuel,2020,26923,1,False,False,False
9,195~165895,2020-11-25 00:41:08.980,1,True,Porsche,Engine,2020,29792,1,False,False,False
13,262~167563,2020-11-23 21:35:19.580,1,True,Mini,Engine,2020,168538,1,False,False,True
13,352~171019,2020-11-23 21:34:58.967,1,False,Mercedes-Benz,Cooling,2020,110579,1,True,False,True
5,376~169429,2020-11-20 21:23:32.553,1,False,Buick,Engine,2020,502102,1,True,False,False
5,376~169429,2020-11-20 21:23:32.553,1,False,Chevrolet,Engine,2020,502102,1,True,False,False
5,376~169429,2020-11-20 21:23:32.553,1,False,GMC,Engine,2020,502102,1,True,False,False
5,376~169429,2020-11-20 21:23:32.553,1,False,Saab,Engine,2020,502102,1,True,False,False
6,204~171820,2020-11-20 00:23:47.647,6,False,Mitsubishi,Electrical,2020,206519,1,False,False,False
1,265~162388,2020-11-19 18:49:08.153,1,False,Ford,Cooling,2020,0,1,False,False,False
5,299~171574,2020-11-19 17:22:46.733,1,False,Buick,Cooling,2020,1015161,1,False,False,False
5,299~171574,2020-11-19 17:22:46.733,1,False,Cadillac,Cooling,2020,1015161,1,False,False,False
5,299~171574,2020-11-19 17:22:46.733,1,False,Chevrolet,Cooling,2020,1015161,1,False,False,False
5,299~171574,2020-11-19 17:22:46.733,1,False,Oldsmobile,Cooling,2020,1015161,1,False,False,False
5,299~171574,2020-11-19 17:22:46.733,1,False,Pontiac,Cooling,2020,1015161,1,False,False,False
5,299~171574,2020-11-19 17:22:46.733,1,False,Saturn,Cooling,2020,1015161,1,False,False,False
3,376~169504,2020-11-19 17:22:46.703,1,False,Chevrolet,Engine,2020,347217,1,False,False,False
3,376~169504,2020-11-19 17:22:46.703,1,False,Pontiac,Engine,2020,347217,1,False,False,False
5,376~169447,2020-11-19 17:22:46.667,1,False,Buick,Engine,2020,195700,1,True,False,False
5,376~169447,2020-11-19 17:22:46.667,1,False,Pontiac,Engine,2020,195700,1,True,False,False
2,376~169441,2020-11-19 17:22:46.637,1,False,Chevrolet,Engine,2020,328153,1,False,False,False
2,376~169441,2020-11-19 17:22:46.637,1,False,Saturn,Engine,2020,328153,1,False,False,False
2,376~169438,2020-11-19 17:22:46.610,1,False,Buick,Engine,2020,326114,1,False,False,False
2,376~169438,2020-11-19 17:22:46.610,1,False,Chevrolet,Engine,2020,326114,1,False,False,False
2,376~169438,2020-11-19 17:22:46.610,1,False,Pontiac,Engine,2020,326114,1,False,False,False
2,376~169438,2020-11-19 17:22:46.610,1,False,Saturn,Engine,2020,326114,1,False,False,False
2,376~169435,2020-11-19 17:22:46.573,1,False,Chevrolet,Engine,2020,557473,1,False,False,False
2,376~169435,2020-11-19 17:22:46.573,1,False,GMC,Engine,2020,557473,1,False,False,False
8,376~169366,2020-11-19 17:22:46.467,1,False,Porsche,Engine,2020,26923,1,False,False,True
8,195~168856,2020-11-19 17:22:46.397,1,True,Porsche,Engine,2020,62104,1,False,False,True
184,226~170068,2020-11-19 17:22:44.823,1,True,Mercedes-Benz,Fuel,2020,675994,1,False,False,True
29,348~168286,2020-11-18 18:32:50.910,2,True,BMW,Body,2020,1285757,1,True,False,True
7,182~169378,2020-11-18 18:32:50.337,1,False,Hyundai,Climate Control,2020,1478723,1,False,False,False
7,182~169378,2020-11-18 18:32:50.337,1,False,Kia,Climate Control,2020,1478723,1,False,False,False
3,307~165871,2020-11-18 18:32:50.300,1,False,BMW,Suspension,2020,286478,1,False,False,False
4,257~167038,2020-11-18 18:32:50.233,1,True,Land Rover,Cooling,2020,107282,1,True,False,False
5,195~171193,2020-11-18 18:32:50.190,1,False,Acura,Engine,2020,485145,1,True,False,False
5,195~171193,2020-11-18 18:32:50.190,1,False,Honda,Engine,2020,485145,1,True,False,False
6,348~168289,2020-11-18 18:32:50.123,2,True,BMW,Body,2020,616305,1,False,False,True
3,307~165868,2020-11-18 18:32:50.000,1,False,BMW,Suspension,2020,286478,1,False,False,False
1,189~171616,2020-11-18 18:32:49.833,1,False,BMW,Fuel,2020,73377,1,False,False,False
5,376~169405,2020-11-18 18:32:49.803,1,False,BMW,Engine,2020,379197,1,True,False,False
3,376~169363,2020-11-18 18:32:49.773,1,False,BMW,Engine,2020,322962,1,False,False,False
3,376~169411,2020-11-18 18:32:49.740,1,False,BMW,Engine,2020,54161,1,False,False,False
4,376~169408,2020-11-18 18:32:49.707,1,False,BMW,Engine,2020,100941,1,True,False,False
1,327~165199,2020-11-18 18:32:49.600,1,True,BMW,Brakes,2020,842140,1,False,False,False
2,376~169399,2020-11-18 18:32:49.570,1,False,Audi,Engine,2020,5444,1,False,False,False
2,234~159550,2020-11-18 17:57:41.583,4,True,Mercedes-Benz,Body,2020,2168797,1,True,False,False
72,320~163780,2020-11-17 01:01:48.380,1,True,Chrysler,Fuel,2020,2059157,1,False,False,True
72,320~163780,2020-11-17 01:01:48.380,1,True,Mercedes-Benz,Fuel,2020,2059157,1,False,False,True
31,265~170257,2020-11-16 19:22:14.187,1,False,Lexus,Brakes,2020,216582,1,True,False,False
31,265~170257,2020-11-16 19:22:14.187,1,False,Toyota,Brakes,2020,216582,1,True,False,False
9,376~169453,2020-11-16 19:21:59.633,1,False,Ford,Engine,2020,218229,1,True,False,False
11,265~167152,2020-11-14 00:34:23.343,1,False,Chrysler,Cooling,2020,1493741,1,True,False,False
11,265~167152,2020-11-14 00:34:23.343,1,False,Dodge,Cooling,2020,1493741,1,True,False,False
11,265~167152,2020-11-14 00:34:23.343,1,False,Jeep,Cooling,2020,1493741,1,True,False,False
50,265~169945,2020-11-13 22:54:19.207,2,False,Lexus,Brakes,2020,0,1,True,False,False
50,265~169945,2020-11-13 22:54:19.207,2,False,Toyota,Brakes,2020,0,1,True,False,False
7,189~166702,2020-11-12 22:32:11.257,1,False,Land Rover,Fuel,2020,7630,1,True,False,False
9,299~169177,2020-11-12 19:27:11.190,1,False,BMW,Cooling,2020,49585,1,False,False,False
3,352~171973,2020-11-12 00:17:03.987,1,False,Porsche,Cooling,2020,166938,1,False,False,False
3,352~171973,2020-11-12 00:17:03.987,1,False,Volkswagen,Cooling,2020,166938,1,False,False,False
18,352~170683,2020-11-11 22:52:35.957,1,False,BMW,Cooling,2020,281175,1,False,False,False
13,352~171442,2020-11-11 22:52:35.923,1,False,BMW,Cooling,2020,23773,1,False,False,False
102,320~163783,2020-11-11 22:52:35.847,1,True,Mercedes-Benz,Fuel,2020,499736,1,True,False,True
16,170~172822,2020-11-10 23:27:12.293,1,True,Porsche,Body,2020,17856,1,False,False,False
20,170~172819,2020-11-10 21:40:16.240,1,True,Porsche,Body,2020,81995,1,False,False,False
5,376~169351,2020-11-09 22:26:37.353,1,False,Audi,Engine,2020,9083,1,False,False,False
5,376~169351,2020-11-09 22:26:37.353,1,False,Volkswagen,Engine,2020,9083,1,False,False,False
230,289~160753,2020-11-03 23:16:31.193,1,True,Porsche,Body,2020,17640,1,False,False,False
2,352~170548,2020-11-02 22:54:17.547,1,False,Mercedes-Benz,Cooling,2020,111079,1,False,False,False
13,352~171025,2020-11-02 22:54:14.200,1,False,BMW,Cooling,2020,48193,1,False,False,False
6,279~161407,2020-10-30 19:22:30.457,1,True,Porsche,Exhaust,2020,635,1,False,False,False
62,279~160687,2020-10-29 23:46:15.967,2,True,Porsche,Suspension,2020,23593,1,False,False,False
26,303~164143,2020-10-29 23:45:53.970,1,True,Mini,Body,2020,479580,1,False,False,True
18,303~164140,2020-10-29 23:45:53.937,1,True,Mini,Body,2020,479580,1,False,False,True
16,132~161908,2020-10-29 23:45:53.783,1,True,Mini,Fuel,2020,86936,1,False,False,True
28,265~167143,2020-10-29 23:00:13.860,1,False,Ford,Cooling,2020,1206025,1,True,False,False
28,265~167143,2020-10-29 23:00:13.860,1,False,Mercury,Cooling,2020,1206025,1,True,False,False
6,265~169852,2020-10-28 22:25:31.320,2,False,Buick,Engine,2020,717864,1,False,False,False
6,265~169852,2020-10-28 22:25:31.320,2,False,Chevrolet,Engine,2020,717864,1,False,False,False
6,265~169852,2020-10-28 22:25:31.320,2,False,GMC,Engine,2020,717864,1,False,False,False
6,265~169852,2020-10-28 22:25:31.320,2,False,Pontiac,Engine,2020,717864,1,False,False,False
6,265~169852,2020-10-28 22:25:31.320,2,False,Saab,Engine,2020,717864,1,False,False,False
6,265~169852,2020-10-28 22:25:31.320,2,False,Saturn,Engine,2020,717864,1,False,False,False
5,68~155047,2020-10-28 22:25:29.920,1,False,Mercedes-Benz,Suspension,2020,189526,1,False,False,False
5,68~155044,2020-10-28 22:25:29.710,1,False,Mercedes-Benz,Suspension,2020,189526,1,False,False,False
6,68~167818,2020-10-28 22:25:29.193,1,False,Mercedes-Benz,Engine,2020,237534,1,False,False,False
10,68~158251,2020-10-28 22:25:29.140,2,False,Mercedes-Benz,Suspension,2020,72715,1,False,False,False
11,319~172066,2020-10-28 22:25:28.870,1,False,Audi,Brakes,2020,1201815,1,False,False,False
11,319~172066,2020-10-28 22:25:28.870,1,False,Volkswagen,Brakes,2020,1201815,1,False,False,False
22,68~171403,2020-10-28 22:25:28.497,1,False,Mercedes-Benz,Suspension,2020,468797,1,False,False,False
6,279~159889,2020-10-28 22:25:28.457,1,True,Mercedes-Benz,Transmission,2020,362038,1,False,False,False
2,68~165424,2020-10-28 22:25:28.373,2,False,Mercedes-Benz,Suspension,2020,314345,1,False,False,False
3,279~164122,2020-10-28 22:25:28.263,2,True,Mercedes-Benz,Suspension,2020,177255,1,False,False,False
43,147~159274,2020-10-28 18:43:49.567,1,True,BMW,Engine,2020,55775,1,False,False,True
112,147~168433,2020-10-27 23:33:18.560,1,True,Porsche,Steering,2020,52566,1,False,False,False
7,5~165331,2020-10-22 23:05:40.763,1,False,Volvo,Fuel,2020,137583,1,False,False,False
9,308~164002,2020-10-22 23:05:40.413,1,False,Jeep,Fuel,2020,30131,1,False,False,False
9,308~164002,2020-10-22 23:05:40.413,1,False,Mercedes-Benz,Fuel,2020,30131,1,False,False,False
6,307~165862,2020-10-22 23:05:39.243,1,False,Mini,Suspension,2020,168538,1,False,False,False
3,195~168229,2020-10-22 23:05:35.993,1,False,Mini,Engine,2020,433619,1,False,False,False
70,301~168838,2020-10-21 17:30:31.403,1,True,Porsche,Cooling,2020,87699,1,False,False,True
10,279~161410,2020-10-21 17:30:31.000,1,True,Porsche,Exhaust,2020,7,1,False,False,True
5,375~169705,2020-10-20 23:19:00.770,1,False,Volvo,Body,2020,459944,1,False,False,False
32,265~171439,2020-10-20 21:30:57.913,1,False,Ford,Cooling,2020,122519,1,True,False,False
32,265~171439,2020-10-20 21:30:57.913,1,False,Land Rover,Cooling,2020,122519,1,True,False,False
32,265~171439,2020-10-20 21:30:57.913,1,False,Lincoln,Cooling,2020,122519,1,True,False,False
1,375~169606,2020-10-20 21:30:57.430,1,False,Audi,Body,2020,152271,1,False,False,False
2,68~165304,2020-10-20 21:30:56.987,2,False,Audi,Suspension,2020,2444878,1,False,False,False
2,68~165304,2020-10-20 21:30:56.987,2,False,Volkswagen,Suspension,2020,2444878,1,False,False,False
1,376~169354,2020-10-20 21:30:56.913,1,False,Audi,Engine,2020,0,1,False,False,False
3,375~169621,2020-10-20 21:30:56.703,1,False,Audi,Body,2020,130248,1,True,False,False
15,195~165880,2020-10-20 21:30:56.620,1,True,Audi,Engine,2020,13286,1,False,False,False
15,195~165880,2020-10-20 21:30:56.620,1,True,Volkswagen,Engine,2020,13286,1,False,False,False
5,375~169549,2020-10-20 21:30:56.280,1,False,BMW,Body,2020,688777,1,False,False,False
5,375~169549,2020-10-20 21:30:56.280,1,False,Mini,Body,2020,688777,1,False,False,False
49,279~165430,2020-10-20 21:30:55.977,2,True,BMW,Suspension,2020,873122,1,False,False,True
4,375~169552,2020-10-20 21:30:55.930,1,False,BMW,Body,2020,395509,1,False,False,False
4,375~169552,2020-10-20 21:30:55.930,1,False,Mini,Body,2020,395509,1,False,False,False
2,68~158854,2020-10-20 21:30:55.923,2,False,BMW,Suspension,2020,185010,1,False,False,False
4,68~158242,2020-10-20 21:30:55.890,2,False,BMW,Suspension,2020,7743,1,False,False,False
200,389~171520,2020-10-20 21:30:55.700,2,False,BMW,Engine,2020,1120513,1,True,True,False
22,389~171634,2020-10-20 21:30:55.653,4,False,BMW,Engine,2020,203768,1,False,False,False
1,179~169054,2020-10-20 21:30:55.623,1,False,BMW,Engine,2020,157366,1,False,False,False
1,265~170758,2020-10-20 21:30:55.447,1,False,Acura,Brakes,2020,144908,1,False,False,False
1,265~170758,2020-10-20 21:30:55.447,1,False,Honda,Brakes,2020,144908,1,False,False,False
32,185~169765,2020-10-20 21:30:54.640,2,True,BMW,Suspension,2020,50964,1,False,False,True
1059,279~163687,2020-10-16 22:36:25.167,7,True,Porsche,Body,2020,35079,1,False,False,False
116,279~157747,2020-10-16 22:36:24.947,2,True,Porsche,Suspension,2020,24619,1,True,False,False
200,289~155911,2020-10-15 22:05:25.143,1,True,Porsche,Body,2020,9913,1,False,False,False
200,289~155914,2020-10-15 22:05:25.117,1,True,Porsche,Body,2020,9913,1,False,False,False
15,27~165172,2020-10-13 23:51:05.827,1,True,BMW,Steering,2020,28697,1,True,False,True
36,185~163489,2020-10-13 23:51:05.790,2,False,BMW,Suspension,2020,81885,1,False,False,True
28,279~164908,2020-10-12 22:16:48.893,1,True,BMW,Engine,2020,128606,1,True,False,True
42,279~164932,2020-10-12 22:01:33.970,1,True,BMW,Engine,2020,257353,1,True,False,True
11,265~171445,2020-10-09 21:54:32.950,1,False,BMW,Cooling,2020,48193,1,False,False,False
13,375~169615,2020-10-08 15:46:59.557,1,False,Volkswagen,Body,2020,158878,1,True,False,False
99,133~166633,2020-10-06 23:31:23.760,1,True,Porsche,Body,2020,71965,1,False,False,True
109,133~166630,2020-10-06 23:31:23.220,1,True,Porsche,Body,2020,71965,1,False,False,True
11,352~169969,2020-10-06 23:31:17.947,1,False,BMW,Cooling,2020,64774,1,False,False,True
13,376~169372,2020-10-05 23:47:11.937,1,False,Mercedes-Benz,Engine,2020,55395,1,False,False,False
28,305~164518,2020-10-05 23:46:18.140,1,False,BMW,Transmission,2020,227250,1,True,False,True
9,265~170515,2020-10-05 22:46:12.360,1,False,Mini,Cooling,2020,80724,1,False,False,False
12,189~168544,2020-10-05 22:04:08.467,1,False,Mercedes-Benz,Fuel,2020,106722,1,False,False,False
304,185~168940,2020-10-05 16:12:57.410,2,True,Porsche,Suspension,2020,58636,1,True,False,True
187,301~168859,2020-10-05 16:12:56.963,1,True,Porsche,Cooling,2020,62104,1,True,False,True
15,375~169612,2020-10-05 16:12:53.610,1,False,Audi,Body,2020,192383,1,True,False,False
15,375~169612,2020-10-05 16:12:53.610,1,False,Volkswagen,Body,2020,192383,1,True,False,False
11,375~169702,2020-10-05 16:12:48.600,1,False,Volkswagen,Body,2020,67330,1,True,False,False
22,389~171607,2020-10-02 23:34:36.453,1,False,Audi,Engine,2020,84457,1,True,False,False
22,389~171607,2020-10-02 23:34:36.453,1,False,Volkswagen,Engine,2020,84457,1,True,False,False
2,289~165568,2020-10-02 23:16:53.293,1,True,BMW,Body,2020,306286,1,False,False,False
29,307~165166,2020-10-02 22:11:02.257,2,False,BMW,Suspension,2020,140326,1,False,False,False
11,68~165421,2020-10-02 22:09:27.237,2,False,BMW,Suspension,2020,343776,1,False,False,False
11,319~170623,2020-10-02 15:59:31.303,2,False,BMW,Brakes,2020,24151,1,False,False,False
9,175~154177,2020-10-02 01:18:11.543,2,False,Land Rover,Engine,2020,193655,1,False,False,False
13,68~168571,2020-10-02 01:18:10.700,1,False,Audi,Engine,2020,338084,1,True,False,False
13,68~168571,2020-10-02 01:18:10.700,1,False,Volkswagen,Engine,2020,338084,1,True,False,False
16,68~169525,2020-10-02 01:18:10.487,2,False,Audi,Suspension,2020,786111,1,False,False,False
16,68~169525,2020-10-02 01:18:10.487,2,False,Porsche,Suspension,2020,786111,1,False,False,False
67,49~152887,2020-10-02 01:18:08.220,1,True,BMW,Engine,2020,508745,1,False,False,False
5,389~170872,2020-10-02 01:15:35.620,1,False,Infiniti,Engine,2020,2093634,1,False,False,False
5,389~170872,2020-10-02 01:15:35.620,1,False,Nissan,Engine,2020,2093634,1,False,False,False
5,389~170872,2020-10-02 01:15:35.620,1,False,Suzuki,Engine,2020,2093634,1,False,False,False
10,170~172669,2020-10-02 01:15:35.500,1,False,Lexus,Body,2020,5163430,1,False,False,False
10,170~172669,2020-10-02 01:15:35.500,1,False,Scion,Body,2020,5163430,1,False,False,False
10,170~172669,2020-10-02 01:15:35.500,1,False,Toyota,Body,2020,5163430,1,False,False,False
5,375~171832,2020-10-02 01:15:35.453,1,False,Buick,Body,2020,6588644,1,False,False,False
5,375~171832,2020-10-02 01:15:35.453,1,False,Cadillac,Body,2020,6588644,1,False,False,False
5,375~171832,2020-10-02 01:15:35.453,1,False,Chevrolet,Body,2020,6588644,1,False,False,False
5,375~171832,2020-10-02 01:15:35.453,1,False,GMC,Body,2020,6588644,1,False,False,False
17,389~171613,2020-10-02 01:15:35.377,1,False,Infiniti,Engine,2020,161276,1,False,False,False
17,389~171613,2020-10-02 01:15:35.377,1,False,Nissan,Engine,2020,161276,1,False,False,False
15,389~171610,2020-10-02 01:15:35.350,1,False,Infiniti,Engine,2020,161276,1,False,False,False
15,389~171610,2020-10-02 01:15:35.350,1,False,Nissan,Engine,2020,161276,1,False,False,False
15,389~171562,2020-10-02 01:15:35.300,1,False,Lexus,Engine,2020,2898153,1,True,False,False
15,389~171562,2020-10-02 01:15:35.300,1,False,Scion,Engine,2020,2898153,1,True,False,False
15,389~171562,2020-10-02 01:15:35.300,1,False,Toyota,Engine,2020,2898153,1,True,False,False
18,389~171541,2020-10-02 01:15:35.267,1,False,Lexus,Engine,2020,4417987,1,False,False,False
18,389~171541,2020-10-02 01:15:35.267,1,False,Scion,Engine,2020,4417987,1,False,False,False
18,389~171541,2020-10-02 01:15:35.267,1,False,Toyota,Engine,2020,4417987,1,False,False,False
14,389~171538,2020-10-02 01:15:35.237,1,False,Lexus,Engine,2020,5787048,1,False,False,False
14,389~171538,2020-10-02 01:15:35.237,1,False,Toyota,Engine,2020,5787048,1,False,False,False
16,389~171526,2020-10-02 01:15:35.210,1,False,Scion,Engine,2020,1287853,1,False,False,False
16,389~171526,2020-10-02 01:15:35.210,1,False,Toyota,Engine,2020,1287853,1,False,False,False
2,265~170764,2020-10-02 01:15:35.190,1,False,Acura,Brakes,2020,435708,1,False,False,False
2,265~170764,2020-10-02 01:15:35.190,1,False,Honda,Brakes,2020,435708,1,False,False,False
21,389~171346,2020-10-02 01:15:35.187,1,False,Lexus,Engine,2020,1626264,1,False,False,False
21,389~171346,2020-10-02 01:15:35.187,1,False,Toyota,Engine,2020,1626264,1,False,False,False
20,389~171334,2020-10-02 01:15:35.167,1,False,Lexus,Engine,2020,1680926,1,False,False,False
20,389~171334,2020-10-02 01:15:35.167,1,False,Toyota,Engine,2020,1680926,1,False,False,False
9,389~171106,2020-10-02 01:15:35.140,1,False,Hyundai,Engine,2020,653527,1,False,False,False
9,389~171106,2020-10-02 01:15:35.140,1,False,Kia,Engine,2020,653527,1,False,False,False
25,389~170881,2020-10-02 01:15:35.117,1,False,Lexus,Engine,2020,2564955,1,False,False,False
25,389~170881,2020-10-02 01:15:35.117,1,False,Toyota,Engine,2020,2564955,1,False,False,False
1,265~170200,2020-10-02 01:15:34.960,1,False,Nissan,Brakes,2020,379727,1,False,False,False
4,376~169432,2020-10-02 01:15:34.847,1,False,Chevrolet,Engine,2020,546838,1,True,False,False
4,376~169432,2020-10-02 01:15:34.847,1,False,GMC,Engine,2020,546838,1,True,False,False
18,376~169420,2020-10-02 01:15:34.820,1,False,Lexus,Engine,2020,439412,1,True,False,False
18,376~169420,2020-10-02 01:15:34.820,1,False,Toyota,Engine,2020,439412,1,True,False,False
17,195~168214,2020-10-02 01:15:34.740,1,False,Lexus,Engine,2020,1337593,1,True,False,False
17,195~168214,2020-10-02 01:15:34.740,1,False,Scion,Engine,2020,1337593,1,True,False,False
17,195~168214,2020-10-02 01:15:34.740,1,False,Toyota,Engine,2020,1337593,1,True,False,False
3,286~166558,2020-10-02 01:15:34.620,1,False,Buick,Engine,2020,127005,1,False,False,False
3,286~166558,2020-10-02 01:15:34.620,1,False,Chevrolet,Engine,2020,127005,1,False,False,False
3,286~166558,2020-10-02 01:15:34.620,1,False,Oldsmobile,Engine,2020,127005,1,False,False,False
3,286~166558,2020-10-02 01:15:34.620,1,False,Pontiac,Engine,2020,127005,1,False,False,False
1,189~166069,2020-10-02 01:15:34.593,1,False,Subaru,Fuel,2020,238414,1,False,False,False
3,199~163573,2020-10-02 01:15:34.533,1,True,Chevrolet,Electrical,2020,2186591,1,False,False,False
3,199~163573,2020-10-02 01:15:34.533,1,True,GMC,Electrical,2020,2186591,1,False,False,False
9,195~163081,2020-10-02 01:15:34.483,1,False,Chrysler,Engine,2020,1619450,1,False,False,False
9,195~163081,2020-10-02 01:15:34.483,1,False,Dodge,Engine,2020,1619450,1,False,False,False
9,195~163081,2020-10-02 01:15:34.483,1,False,Jeep,Engine,2020,1619450,1,False,False,False
9,195~163081,2020-10-02 01:15:34.483,1,False,Mitsubishi,Engine,2020,1619450,1,False,False,False
9,195~163081,2020-10-02 01:15:34.483,1,False,Ram,Engine,2020,1619450,1,False,False,False
4,257~162805,2020-10-02 01:15:34.453,1,False,Buick,Engine,2020,2985686,1,False,False,False
4,257~162805,2020-10-02 01:15:34.453,1,False,Chevrolet,Engine,2020,2985686,1,False,False,False
4,257~162805,2020-10-02 01:15:34.453,1,False,Oldsmobile,Engine,2020,2985686,1,False,False,False
4,257~162805,2020-10-02 01:15:34.453,1,False,Pontiac,Engine,2020,2985686,1,False,False,False
17,389~171571,2020-10-02 01:15:11.760,2,False,Lexus,Engine,2020,14826,1,False,False,False
17,389~171571,2020-10-02 01:15:11.760,2,False,Toyota,Engine,2020,14826,1,False,False,False
3,265~170566,2020-10-02 01:15:11.540,2,False,Nissan,Brakes,2020,780951,1,False,False,False
95,265~170221,2020-10-02 01:15:11.270,2,False,Nissan,Brakes,2020,701551,1,True,False,False
6,319~172471,2020-10-02 01:15:11.110,2,False,Ford,Brakes,2020,815201,1,False,False,False
6,319~172471,2020-10-02 01:15:11.110,2,False,Lincoln,Brakes,2020,815201,1,False,False,False
18,265~169870,2020-10-02 01:15:10.987,2,False,Dodge,Brakes,2020,445557,1,True,False,False
3,289~165571,2020-10-01 18:52:40.473,1,True,BMW,Body,2020,306286,1,False,False,False
15,147~157558,2020-09-30 23:36:13.990,1,True,BMW,Suspension,2020,8839,1,True,False,True
16,352~162568,2020-09-28 20:20:25.163,1,False,Land Rover,Electrical,2020,559500,1,False,False,False
16,352~162568,2020-09-28 20:20:25.163,1,False,Volvo,Electrical,2020,559500,1,False,False,False
6,195~167407,2020-09-25 23:22:04.940,1,False,Dodge,Engine,2020,1047922,1,False,False,False
6,195~167407,2020-09-25 23:22:04.940,1,False,Jeep,Engine,2020,1047922,1,False,False,False
8,389~171631,2020-09-25 21:33:06.777,2,False,Ford,Engine,2020,488325,1,True,False,False
8,389~171631,2020-09-25 21:33:06.777,2,False,Mazda,Engine,2020,488325,1,True,False,False
8,389~171631,2020-09-25 21:33:06.777,2,False,Mercury,Engine,2020,488325,1,True,False,False
6,189~166918,2020-09-25 21:33:05.770,1,False,Audi,Fuel,2020,46370,1,False,False,False
3,179~169120,2020-09-25 21:33:02.143,1,False,Volkswagen,Engine,2020,15481,1,False,False,False
135,133~166612,2020-09-24 22:19:18.710,1,True,Porsche,Body,2020,33072,1,False,False,True
132,133~166615,2020-09-24 22:19:18.680,1,True,Porsche,Body,2020,33072,1,False,False,True
12,189~155416,2020-09-24 22:19:18.253,1,False,Porsche,Fuel,2020,20568,1,False,False,True
25,375~169585,2020-09-24 18:02:24.500,1,False,Volkswagen,Body,2020,863805,1,False,True,True
15,375~169711,2020-09-24 18:02:24.377,1,False,Volvo,Body,2020,325928,1,False,False,True
5,375~169708,2020-09-24 18:02:24.297,1,False,Volvo,Body,2020,424114,1,False,False,True
9,375~169699,2020-09-24 18:02:24.270,1,False,Volvo,Body,2020,448850,1,True,False,True
22,389~170878,2020-09-24 15:08:28.110,1,False,Lexus,Engine,2020,2606394,1,False,False,False
22,389~170878,2020-09-24 15:08:28.110,1,False,Toyota,Engine,2020,2606394,1,False,False,False
80,170~163885,2020-09-23 23:35:50.867,8,True,Audi,Fuel,2020,426988,1,True,False,False
80,170~163885,2020-09-23 23:35:50.867,8,True,Volkswagen,Fuel,2020,426988,1,True,False,False
20,308~171409,2020-09-23 23:35:50.707,1,False,BMW,Fuel,2020,213654,1,False,False,True
18,319~170704,2020-09-23 15:30:58.670,2,False,Mercedes-Benz,Brakes,2020,229173,1,False,False,False
18,265~170182,2020-09-22 22:19:31.953,2,False,Audi,Brakes,2020,647743,1,False,False,False
18,265~170182,2020-09-22 22:19:31.953,2,False,Porsche,Brakes,2020,647743,1,False,False,False
18,265~170182,2020-09-22 22:19:31.953,2,False,Volkswagen,Brakes,2020,647743,1,False,False,False
11,305~163567,2020-09-22 18:32:50.533,1,False,Ford,Engine,2020,731312,1,False,False,False
7,227~170818,2020-09-22 18:32:50.473,1,False,Ford,Cooling,2020,103659,1,False,False,False
7,227~170818,2020-09-22 18:32:50.473,1,False,Mercury,Cooling,2020,103659,1,False,False,False
7,180~168268,2020-09-22 18:32:50.383,1,False,Ford,Cooling,2020,1341753,1,False,False,False
7,180~168268,2020-09-22 18:32:50.383,1,False,Lincoln,Cooling,2020,1341753,1,False,False,False
7,180~168268,2020-09-22 18:32:50.383,1,False,Mercury,Cooling,2020,1341753,1,False,False,False
23,299~163918,2020-09-22 18:32:48.613,1,False,Audi,Cooling,2020,16172,1,True,False,False
20,68~169126,2020-09-22 18:32:47.440,2,False,BMW,Engine,2020,59713,1,False,False,True
